profession,requirements
7,"Обязанности:  Осуществление мероприятий по защите информационных банковских систем, включая организацию эксплуатации средств криптографической защиты информации (СКЗИ);  Обеспечение защиты информации, содержащей служебную, коммерческую или банковскую тайну, а также сведения о персональных данных работников;  Выявление нарушения информационной безопасности, проведение служебных проверок в случае нарушений;  Ведение непрерывного мониторинга информационных ресурсов на предмет нарушений. Требования: Высшее образование;  Знание работы АВПО Касперский, Симантек;  Опыт работы с СКЗИ Верба, Сигнатура;  Опыт работы с DLP Device Lock;  Знание английского языка со словарем. Условия: Место работы - ул. Фрунзе  Возможны редкие командировки по НСО (2-3 дня)"
5,"Обязанности:  Осуществление оперативного руководства и планирования работы аналитического отдела; Подготовка текущих графиков работы и отчетов по ним, в рамках утвержденного бюджета подразделения; Подготовка ежедневных отчетов для всех структурных подразделений; Контроль и непосредственное участие в проведении внутренних аудитов; Участие в подготовке отчетов по проведенным аудитам и предоставление их руководству для анализа и утверждения; Организация и координация научно-исследовательской деятельности, ориентированной на разработку критериев, требований, методик и инструментария для анализа деятельности предприятия; Организация работ по разработке инструментов автоматического анализа. Написание технических заданий на создание инструментов анализа, приемка работы; Осуществление контроля достоверности предоставленной структурными подразделениями информации; Осуществление оценки работ ППС по продуктам; Анализ продуктов (как в целом, так и сравнительные характеристики); Риск менеджмент; Разработка системы KPI для сотрудников и дальнейший их расчет и контроль; Оказание информационно-консультационной поддержки подразделениям оперирования;    Требования:  Опыт в аналогичной должности от 2-х лет; Стремления к профессиональному и карьерному росту; Коммуникабельность, инициативность, самоорганизованность.  Условия:  Официальное трудоустройство с первого дня работы; Режим работы - с 10:00 до 19:00;"
3,"Обязанности:  Планирование и организация проведения работ по выполнению контрактов (госконтрактов), участие в подготовке конкурсных документов на выполнение НИОКР Работа с (государственными) заказчиками и ВП МО РФ по выполнению условий (требований) контрактов (госконтрактов) Подготовка коммерческих предложений (ТЭО) Ведение документооборота с заказчиками и контрагентами, документационное обеспечение проектов Организация и проведение сдачи (приемки) работ (этапов)    Требования:  Высшее образование (техническое и/или экономическое) Знание стандартов (группы ГОСТ 19, 34, 15) Знание принципов ведения проектов по разработке программного обеспечения, ПТК, АС (ИС) Знание методов и способов экономического (финансового) анализа Опыт выполнения работ по серийным поставкам (НИОКР, авторский надзор, поставка, развертывание) Опыт управления проектами в области IT Навыки ведения переговоров Опыт взаимодействия с госзаказчиками, подготовки и заключения контрактов (госконтрактов) Уверенный пользователь ПК (текстовый и табличный редактор, средства управления проектами и подготовки презентаций) Стрессоустойчивость, ответственность, нацеленность на результат    Условия:    Работа в крупной IT-компании Дружный коллектив Оформление по ТК РФ, оплачиваемый отпуск и больничный лист Офис в 5 минутах ходьбы от станции метро Нагатинская Бесплатная парковка Столовая в здании офиса Конкурентная заработная плата"
8,"Обязанности:  планирование, организация и контроль маркетинговых компаний. постоянно растущая узнаваемость бренда. внедрение инструментов для лидогенерации cоставление семантического ядра (подбор ключевых слов, парсинг подсказок, минусация) контекстная реклама: e-mail-маркетинг внутренняя и внешняя оптимизация сайта анализ эффективности комплекса рекламной онлайн активности, отслеживание рекламных кампаний конкурентов в интернете подготовка соответствующей отчетности.  Требования:  опыт разработки, бюджетирования, проведения и анализа эффективности программ интернет-продвижения успешный опыт проведения федеральных и региональных интернет-кампаний будет Вашим преимуществом опыт работы в seo продвижении опыт ведения рекламных кампаний в интернете (Яндекс Директ, Google AdWords и т.п.) умение эффективно использовать инструменты Web-analytics, Способность у обучению и применению знаний на практике.   Готовность к активной интересной работе в режиме многозадачности. Инициативность в работе. Способность самому влиять на свои результаты и з/плату. Позитивный настрой. Желание профессионально реализоваться и построить карьеру!    Условия:  Наличие собственного производства рулонных штор в Санкт-Петербурге. Высокое качество продукции и широкий ассортимент собственного бренда. Высокий уровень дохода при активной работе (оклад+ % ). Зависимость з/платы от Ваших результатов. Премии и бонусы за успехи в работе. Оформление по ТК РФ Рабочий день с 9:00-18:00 Современный в БЦ в центе города."
3,"Обязанности:  планирование, руководство, контроль деятельности структурных подразделений Технического департамента; обеспечение бесперебойной, эффективной и безопасной работы IT-инфраструктуры компании; мониторинг и контроль хода реализации проектов, качества и эффективности работ; анализ текущего архитектурного построения сети, выявление узких мест, выработка и внедрение предложений по их устранению; анализ потребностей компании в новых информационных системах и сервисах; разработка стандартов и алгоритмов работы компании, контроль соблюдения стандартов; разработка инструментов для автоматизации бизнес- процессов компании; взаимодействие с гос. структурами: ФСБ, Роскомнадзор, Росвязь, МВД; составление аналитической/статистической отчетности; взаимодействие с RIPE; управление персоналом, в том числе подбор, обучение и развитие персонала, формирование эффективной команды.  Требования:  опыт работы на позиции руководителя IT-отдела от 3-х лет; знание основ телекоммуникационных технологий, принципов работы сетевого оборудования; знания законодательных и нормативных правовых актов, методических и нормативных материалов в области информационных технологий, автоматизированных систем и программных средств; знание стека протоколов TCP/IP; знания принципов построения сетей ШПД; отличные знания динамических протоколов маршрутизации: OSPF, RIP, IS-IS, BGP; знание технологий/протоколов телефонии: SDH/PDH, VoIP, SIP/H323, SS7; опыт работы с сетевым оборудованием Extreme, Cisco, Dlink, Juniper; знание языка программирования любого из: С/C++, PHP,Perl,Python; знание реляционных баз данных PostgreSQL и MySQL, языка SQL; для Вас не пустые слова: IP, ARP,FDB,VLSM, CIDR, NAT, SVI, PVLAN, VLAN, QinQ, ACL, DHCP, DNS, SNMP, PBR, policy, NetFlow, VRF; знание современной архитектуры серверного оборудования; уверенные знания операционной системы Linux (Debianlike) и ПО используемого на данной ОС: ISC-DHCP, Bind, Apache, Nginx; понимание основ виртуализации, опыт работы с открытыми системами: CitrixXen, KVM, OpenVZи т.д. ; структурное мышление, высокие коммуникативные навыки; знания принципов управления персоналом.  Условия:  размер заработной платы обсуждается с успешными кандидатами на собеседовании; оформление в соответствии с ТК РФ; прогрессивное молодое руководство; стабильная заработная плата; гибкое начало рабочего дня; бесплатный домашний интернет."
4,"Обязанности:  Подбор оборудования: ПК, коммутаторов, плат расширений и т.д.; Системное администрирование в решении следующих задач: Проектирование локальных вычислительных сетей; Установка и настройка ПО, в том числе в комплексе со средствами защиты информации; Монтаж, диагностика и устранение неполадок в сетях Ethernet; Диагностика неисправности вычислительной техники и оборудования.  Требования:  Высшее техническое образование; Опыт работы в аналогичной должности от 2 лет; Уверенные знания ОС Linux (debian, redhat); Навыки работы с bash, perl, git; Базовые знания принципов работы сетей Ethernet; Навыки монтажа оптических сетей; Опыт работы с ОС МСВС и AstraLinux; Готовность к периодическим командировкам.  Условия:  Ведущее в России предприятие оборонной промышленности по созданию радиоэлектронных комплексов; Работа в команде профессионалов; Возможности обучения в аспирантуре; Рабочий день с 8.30-17.00 ( дорога без пробок из любой части города) Все гарантии и льготы по трудовому законодательству; ДМС, льготное питание; Широкие возможности профессионального развития, карьерного роста и самореализации; Корпоративные мероприятия; Служебные развозки от станций метро: Пионерская, Удельная, Озерки, Проспект Просвещения, Старая Деревня, Комендантский проспект."
11,"Обязанности:  Подготовка документации к информационно-программным средствам по ГОСТ 34; Взаимодействие с представителями Заказчика на всех этапах и стадиях проекта; Взаимодействие с разработчиками и руководителями проектов; Разработка научно-технической документации по требованиям ГОСТ (технический проект, рабочая документация и т.п.); Участие в мероприятиях по сдаче-приемке проекта Заказчику. Требования:  Высшее образование; Навыки формализации требований к информационным системам; Опыт работы с крупными проектами по ГОСТ 34 от 3-х лет; Знание ГОСТ и умение подготовки технического задания, документов технического проекта и рабочей документации на программные средства в соответствии с требованиями ГОСТ 34, ГОСТ 19, ГОСТ 24; Продвинутое пользование MS Word (использование стилей, гиперссылок и пр.), MS Visio, MS Powerpoint; Умение самостоятельно собирать необходимую информацию для подготовки документации; Точность и аккуратность при подготовке документации. Условия:  Уровень оклада определяется по результатам собеседования (в зависимости от опыта и навыков); Оформление в соответствии с ТК РФ; 5-ти дневная рабочая неделя с 9-00 до 18-00; Комфортные условия труда; Бесплатный чай/кофе в течение рабочего дня; Оплата дмс по окончании испытательного срока; Активный, дружный и молодой коллектив. Стабильная и своевременная оплата труда; Корпоративные мероприятия."
11,"Обязанности:  Подготовка и актуализация полного пакета технической документации: политики, функциональные требования, технические описания, регламенты, инструкции пользователей и др.; Отслеживание изменений (обновление документации при выходе релиза, по замечаниям); Сбор и описание бизнес требований; Взаимодействие с заказчиком и командой в рамках своих задач. Требования:  Высшее техническое образование; Опыт работы не менее 1 года на аналогичной должности; Обязательное знание и опыт работы от 1 года с современными стандартами и нотациями: ГОСТ, BPMN; Навыки деловой переписки, грамотная письменная речь; Уверенный пользователь ПК, стандартный пакет MS Office, MS Visio. Условия:  Место работы: м. Тульская (5 мин. пешком от метро); Уровень заработной платы обсуждается на собеседовании; График работы: с 9.00 до 18.00, в пятницу до 16.45; Социальный пакет, официальная заработная плата, ДМС; Перспективы роста внутри компании."
10,"​Обязанности:  Подготовка и развертывание тестовых стендов; Проведение тестирования согласно планам тестирования; Доработка тестовых сценариев; Документирование результатов тестирования - занесение дефектов в систему ведения дефектов, составление отчетов о тестировании; Работа с дефектами - воспроизведение, перепроверка исправлений, закрытие дефектов.    Требования:   Навыки, которые нам важны:  Высшее техническое образование Опыт работы в тестировании мобильный приложений более 2-х лет; Знание теории и методологии тестирования Понимание основных трендов развития индустрии мобильного ПО, сервисов, устройств; Разговорный английский язык – уровень Intermediate  Технические навыки:  Знание мобильных платформ Android/iOS (архитектура, особенности, отличия от desktop OS); Знание платформы Windows; Знания сетевых технологий (сетей, протоколов), файловых систем и устройства ОС.    Условия работы:  Оформление по ТК Интересные задачи и возможность присоединиться к команде профессионалов крупнейшей в мире частной антивирусной компании. Широкий социальный пакет:  ДМС и страхование жизни (включая детей). Корпоративная мобильная связь. Компенсация питания. Различные возможности для карьерного и профессионального развития.   Участие в тимбилдингах и корпоративных мероприятиях. Свободу в выборе своего стиля одежды."
7,"Обязанности:  Подготовка и реализация проектов, связанных с проектированием и внедрением систем обеспечения информационной безопасности.  Основные обязанности:  • обследование объектов информации, описание информационной и технической составляющей обследуемых объектов;  • выявлении угроз безопасности информации;  • оценка соответствия требованиям законодательства, отечественных и международных стандартов по информационной безопасности;  • построение систем защиты информации в соответствии с требованиями законодательства РФ (ФЗ, документы ФСТЭК России, ФСБ России);  • разработка нормативных и организационно-распорядительных документов по информационной безопасности;  • внедрение программных, программно-аппаратных средств защиты информации, осуществление технической поддержки.  Требования:  • Высшее техническое образование (в сфере информационной безопасности, информационных технологий, либо инженерное);  • Знание основных требований законодательства и стандартов в области информационной безопасности;  • Знание рынка программных и технических средств защиты информации;  • Опыт разработки документации по информационной безопасности;  • Опыт участия в проектировании систем защиты информации;  • Практический опыт внедрения и администрирования средств защиты информации;  • Понимание технологий виртуализации, межсетевого экранирования, построения защищенных сетей;  • Отличное знание сетевых технологий и операционных систем;  ​​​​​​  Условия:  Опыт работы приветствуется, но готовы принять начинающего специалиста и помочь ему стать профессионалом в области управления ИТ проектами и в перспективе стать руководителем направления.  - 8 часовой рабочий день;  - 5 дневная рабочая неделя;  - адекватный руководитель;  - дружный коллектив;  - регулярное повышение квалификации;  - оплата проезда раз в два года;  - возмещение транспортных расходов;  - уютный офис;  - чай, кофе, печенье;  - своевременная выплата и регулярное повышение зарплаты;  - премии за участие в проектах."
9,"Обязанности:  подготовка контента публикация текстового, аудиовизуального промоконтента  Требования:  грамотность SEO оптимизация высокая скорость подача texterra, cossa, vc, lifehacker и пр  Условия:  сдельная оплата работа с трекингом"
5,"Обязанности:  Подготовка технических заданий на разработку или модификацию бизнес-процессов. Разработка и проведение тестирования разработанного функционала, подготовка инструкций, сопровождение его внедрения. Разработка, регламентация и внедрение бизнес-процессов. Подготовка учебных материалов и проведение обучения сотрудников. Анализ потребности подразделений компании в автоматизации и реорганизации бизнес-процессов с целью повышения их эффективности, сбор и анализ требований заказчика на доработку существующих алгоритмов работы. Инициирование требующихся для этого изменений в бизнес-процессах. Расчет и презентация эффективности принимаемых мер. Отслеживание сроков реализации бизнес-требований.  Требования:  Образование высшее (желательно техническое, экономическое). Опыт работы бизнес – аналитиком, системным аналитиком. Навыки применения методологий планирования, анализа и моделирования бизнес-процессов. Знание бизнес-процессов торговой компании. Опыт разработки технических заданий на автоматизацию бизнес-функций в 1С: Предприятие; QlikView. Понимание построения схем для хранилища данных. Опыт разработки инструкций и регламентов бизнес – процессов. Навыки общения и ведения переговоров и опросов ключевых пользователей. Ответственность, умение работать в команде, аналитический склад ума, ориентированность на результат, стрессоустойчивость.  Условия:  Условия обсуждаются с успешными кандидатами Офис м. Щелковская"
11,"Обязанности:  Подготовка технической документации по продукции ( инструкции, сертификаты, паспорта и т.п.); Перевод технической документации с англ. языка; Ведение документооборота тех. документации; Подготовка контента по продукции; Подготовка презентаций по продукту; Формирование электронного архива по технической документации на продукцию.    Требования:  Высшее образование Отличное владение письменным техническим английским языком Опыт работы на должности копирайтера/ тех. писателя/ тех. специалиста /технолога в технической сфере не менее 3-х лет. Опыт работы в инструментальных компаниях приветствуется; Знание AutoCad как преимущество; Стрессоустойчивость; Умение работать в режиме многозадачности; Способность работать на результат.    Условия:  График работы: 5/2 с 9:00 до 18:00 или 10:00 до 19:00 Оформление по ТК РФ Место работы: ул. Софийская 14 (м. Международная) Командировки: Россия, Европа, Азия Бесплатное питание Бесплатный чай, кофе в течение рабочего дня Бесплатная парковка для сотрудников Комфортное рабочее место Активный, дружный молодой коллектив Возможность карьерного и профессионального роста Оплачиваемые занятия спортом - корпоративный футбол Корпоративные мероприятия"
7,"Обязанности:  Поддержание в актуальном состоянии стандартов и регламентов Компании в части информационной безопасности. Контроль настройки и работоспособности технических и программно-аппаратных средств и систем защиты информации. Сбор материалов для расследования инцидентов ИБ. Формирование технической и отчетной документации по вопросам ИБ. Повышение грамотности работников Общества в области обеспечения ИБ. Требования:  Высшее техническое образование. Опыт работы в сфере информационной безопасности от 1 года. Понимание сетевых технологий и сетевой безопасности. Знание средств и методов защиты информации. Знание действующего законодательства РФ (152-ФЗ (ПДн), 98-ФЗ (КТ)). Знание международных стандартов в области ИБ и рисков (ISO 27000, ISO 31000) Навыки мониторинга и администрирования средств защиты информации. Опыт расследования инцидентов ИБ. Опыт поддержки пользователей. Пожелания к личностным качествам: ответственность, внимательность, желание и умение доброжелательно и конструктивно общаться с коллегами. Условия:  Работа в компании с более чем 17-ти летним опытом и занимающей лидирующую позицию на рынке спецдепозитарных услуг; Современный комфортабельный офис - м.Шаболовская (5 минут от метро); График работы ПН-ПТ с 9.00 до 18.00; Полное соблюдение ТК РФ (""белая"" заработная плата, оплачиваемый отпуск, больничный лист) Отличные возможности для профессионального развития и самореализации; Индивидуальный социальный пакет (возможность выбора различных услуг: ДМС, оплата обедов, оплата театральных билетов, авиа/железнодорожных билетов, проездных абонементов и др.); Насыщенная корпоративная жизнь как для сотрудников так и для их детей; Заработная плата включает оклад + ежеквартальные премии."
4,"Обязанности:  Поддержка и администрирование инфраструктуры московского офиса:  системы VoIP (Asterisk) сервера виртуализации VMware eSXi виртуальных серверов (DC, Active Directory, ZimbraMail, WSUS, Fileserver, Zabbix, PFSense) бесшовной беспроводной сети (Zyxel) системы СКУД и учета рабочего времени (Gate) коммутаторов (Cisco, D-Link) поддержка CRM-системы протяжка локальных сетей (СКС) подготовка новых рабочих мест к эксплуатации. первичная диагностика, замена вышедшего из строя оборудования. замена и закупка расходных материалов. понимание принципов работы TCP/IP, DNS, DHCP, VPN, http знание систем семейства Windows Server (2008, 2012), а так же пользовательских Windows 7, 10 на уровне администратора.   Прием и регистрация заявок пользователей. Поддержка пользователей (в том числе удаленная: VNC) Общение с подрядными организациями. Подготовка отчетов и IT-аналитика. Разработка регламента и планов развития.    Условия:  Наш офис расположен в центре города, метро находится в шаговой доступности: 5 минут от ст.м. Серпуховская, 10 минут от ст.м. Павелецкая. График работы с 10.00 до 19.00 ч. Предусмотрена 5-дневная рабочая неделя. Размер заработной платы обсуждается с успешным кандидатом на собеседовании. Помимо заработной платы, сотрудники компании получают дополнительные бонусы с первого месяца работы. Трудоустройство официальное, по ТК РФ."
4,"Обязанности:  Поддержка распределенной сети (офис + филиалы) Управление AD на Windows 2012R2 Установка Клиент-Банка Сопровождение ip телефонии Сопровождение почтового сервера 1 С сервер Сопровождение распределенных файловых серверов Настройка и сопровождение Бэкапа Техническая поддержка пользователей  Требования:  Высшее образование Опыт работы на аналогичной должности от 3-х лет Опыт поддержки и администрирования основных серверных продуктов Microsoft (AD, DNS, DHCP, GPO, RDS, MSSQL) Знание принципов работы DFS Опыт настройки сетевого оборудования Cisco Опыт работы с Veem backup Знание 1 С на уровне администратора Знание Zimbra Collaboration Знание Kaspersky Endpoint Sercurity Опыт работы АТС Panasonic NCP500 (VOIP) или Asterisk Знание серверов виртуализации Esxi 5.5, 6.0 или Hyper-v (vlan, etc) Знание клиентских операwионных систем Windows Linux системы (Ubuntu, CentOS)  Условия:  Комфортный и современный офис (ММДЦ Москва-Сити); Отличный коллектив, позитивная атмосфера, интересная работа; Заработная плата на исп. срок 70 000 руб. на руки, после исп. срока 80 000 руб. на руки График работы: 5/2 с 10 до 19 (c 11 до 20:00); Корпоративная мобильная связь"
0,"Обязанности:  поддержка тестовых серверов (стендов разработки/тестирования ИС) Oracle DB 10g, 11g, 12c, Essbase, BI – до 20 экземпляров – в режиме 8х5 участие в проектах по нагрузочному тестированию ИС в качестве консультанта по Oracle DB участие в проекте миграции Oracle DB 10g è 12c помощь разработчикам при оптимизации «тяжелых» SQL-запросов в период отпуска/болезни основного администратора БД - поддержка до 10 oracle-серверов (DB 10g, в том числе 3 RAC конфигурации, BI, Essbase) в production 24*7 (настройка и контроль производительности, обеспечение резервного копирования, восстановление БД в случае сбоев) администрирование Bi систем. Требования:  высшее образование тренинги/сертификаты – 10g OCP навыки работы с RAC (обязательно, высокий уровень) резервное копирование/восстановление (обязательно, высокий уровень), реальный опыт восстановления БД знание Unix-платформы: UNIX/LINUX (обязательно), HPUX – желательно опыт работы в этой сфере от от 3-х лет опыт администрирования Bi-систем (обязательно) - УКАЗАТЬ ОПЫТ В СОПРОВОДИТЕЛЬНОМ ПИСЬМЕ, ЕСЛИ НЕТ В РЕЗЮМЕ Условия:  удаленная работа, по факту необходимости (но не более 8 часов в день), доступность 24/7 окладная система оплаты Рассматриваются резюме из всех регионов РФ, РБ, РК."
4,"Обязанности:  Поддержка удаленных пользователей по Москве; Администрирование ОС Windows(7,10) Mac‚ антивирусных систем‚ систем резервного копирования‚ Windows server‚ AD‚ proxy‚ SQL‚ 1C и пр.; Восстановление работоспособности в случае программно-аппаратных сбоев.  Требования:  Опыт работы в сфере поддержки пользователей обязателен; Обязательное знание компьютерной техники; Знание служб‚ сервисов и ролей (proxy‚ AD‚ mail(exchange‚ kerio‚ и др.) ftp‚ vpn‚ sql‚ WSUS. Знания операционных систем Windows server-обязательны‚ программного обеспечения‚ сетевого оборудования; Желательно: Умение работать c системами хранения данных. Знать основы виртуализации. Приветствуются опыт успешного внедрения виртуализации на базе продуктов vmWare; Опыт работы с IP (Asterisk, Kerio) и аналоговой (Panasonic, LG) телефонией; Ответственность‚ желание расти и развиваться.    Условия:  Работа разъездного характера; График работы 5/2 (10.00-19.00); Дорогостоящие тренинги и обучения; Возможность карьерного роста; Оформление по ТК;"
9,"Обязанности:  Поиск информации; Написание и размещение на сайте новостей; Работа с SEO; Работа с агрегаторами; Работа с ключевыми словами; Подбор фотографий к новости; Работа с фотоархивом и стоками; Поиск комментариев к темам дня;    Требования:  Грамотность, внимательность, организованность и целеустремленность; Умение грамотно наладить общение с источником и поддерживать контакты; Навыки связной письменной речи; Опыт работы в новостных и печатных изданиях; ВАЖНО: знание принципов отбора агрегаторами новостей, создание емких и броских заголовков, знание основ геополитики, экономики, социальной сфер жизни; опыт работы в информагентствах и/или крупных онлайн-СМИ, специализирующихся на новостном контенте ОБЯЗАТЕЛЕН; Постоянный контроль за информационным полем рунета, база своих комментаторов; Обязательное предварительное тестирование.    Условия:  Офис м. Охотный ряд; Удаленная работа; Ежемесячные премии за хороший показатели"
4,"Обязанности:  понимание принципов администрирования и работы DLP системы; мониторинг системных журналов серверов под управлением Windows Server 2008 R2; контроль настроек применяемых групповых политик Active Directory; контроль правомерности создания и блокировки учетных записей пользователей; централизованный мониторинг (консоль) событий антивирусной защиты; контроль ввода в АИС компании новых устройств (рабочих станций пользователей, серверов, сетевого оборудования) проверка соответствия настроек; мониторинг и контроль предоставления доступа посещаемых пользователями Web ресурсов; периодическая ревизия групп почтовых рассылок; проверка соответствия доступа пользователей к сетевым ресурсам согласно должностным обязанностям; контроль целесообразности установки и использования специфичного программного обеспечения; настройка политик безопасности на корпоративных смартфонах под управлением Android и iOS; Требования:  высшее (техническое) образование; опыт работы по специальности не менее 3 лет; знание Windows Server 2008 R2 на уровне администрирования; знание технического английского; навыки администрирования активного сетевого оборудования; знания и опыт работы с групповыми политиками Active Directory; опыт работы со средствами криптозащиты; знания по администрированию ISA Server, Microsoft Exchange Server (мониторинг); опыт работы в TS RemoteApp; понимание принципов работы активного сетевого оборудования протоколов и служб;  Условия:  работа в крупной, динамично - развивающейся компании; оформление в соответствии ТК РФ; ""Белая"" заработная плата; перспективы профессионального и карьерного роста; комфортабельный офис в центре города; Благодарим за интерес, проявленный к нашей компании.  Мы внимательно изучаем каждый отклик на вакансию.  В случае, если Вы не получили ответ в течение 2 недель, значит, пока мы не готовы пригласить вас на собеседование.  Ваше резюме будет занесено в нашу базу кандидатов.  При появлении такой же или другой подходящей вакансии, мы с удовольствием рассмотрим Вашу кандидатуру.  Успехов и максимальных результатов во всем!"
