profession,requirements
1,"- Разработка на Oracle PL/SQL (проект по разработке и сопровождению АБС); - Разработка нового и доработка имеющегося функционала; - Сопровождение и поддержка разработанных программ.- Опыт разработки бизнес-приложений с использованием Oracle PL/SQL более 2 лет; - Опыт работы и проектирования СУБД; - Навыки работы в команде и участия в коллективных разработках; - Умение читать, понимать, анализировать и сопровождать чужой код;  Будет плюсом: - Знание Javascript; - Опыт разработки Borland Delphi."
1,"● Доработка и поддержка существующих программ. Написание новых модулей для внутренних потребностей компании (финансовый блок, управление товародвижением, СКУД, логистика и др.). ● Работа с программной платформой Microsoft.NET Framework, С#, MS SQL ● Создание интерфейсов в WinForms● Высшее профильное образование. ● Опыт работы, проектирования и администрирования БД MS SQL не менее 2-х лет. ● Умение разбираться в чужом коде. ● Знание T-SQL, C#, .NET – на уровне профессионала. ● Опыт работы со службами Windows. ● Умение работать в команде, обучаемость, желание овладевать новыми технологиями."
1,"Обязательные: - высшее техническое образование; - опыт разработки на C++ не менее 3-х лет; - опыт работы с библиотекой Qt; - опыт разработки БД на PostgreSQL; - понимание принципов ООП; - опыт применения систем контроля версий; - навыки планирования работ; - навыки разработки технической документации; - желание и умение работать с чужим кодом; - стремление к изучению необходимой предметной области.  Приветствуется: - знание элементов бухгалтерского и складского учета; - опыт разработки под ОС Linux; - опыт разработки на Python, Java, JavaScript; - опыт администрирования БД на PostgreSQL; - опыт разработки многопоточных приложений; - опыт работы с различными протоколами обмена; - опыт участия в высоконагруженных проектах (24/7); - опыт применения систем отслеживания ошибок; - знание английского языка, достаточное для изучения технической документации."
1,"В Научно-производственное предприятие (производство аппаратуры для радио, телевидения и связи), срочно требуется Ведущий инженер-программист. Обязанности: Разработка ПО на языке С, С+ для сложной аппаратуры.Знание языков С, С+ Работа в Linux Образование Высшее, профильное."
1,"Создание сетевого взаимодействия в игровом процессе. Участвовать в проектировании и разработке архитектуры проекта. Гарантировать чистоту кода.Опыт разработки клиент/серверного взаимодействия в играх реального времени. Отличные знания C# Знание алгоритмов и структур данных Знание и понимание принципов ООП, умение их применять Умение работать с легаси кодом и проводить рефакторинг Опыт работы с Git и Git-flow Опыт разработки игр более 3х лет Опыт работы с Unity3D более 3х лет  Будет плюсом: Опыт работы с VR (Vive, Oculus) Опыт работы с Photon Network SDK Примеры законченных проектов Примеры вашего кода Рассматриваем в первую очередь сотрудника с оборудованием HTC Vive"
1,"Разработка алгоритмов функционального программного обеспечения бортовой вычислительной машины Разработка многофункциональных индикаторов Разработка программной документации и программного кода на языке С (Си) по спецификациям отдела системного анализаВысшее образование; Опыт программирования на языке ""С"". Приветствуется опыт работы на предприятиях военно-промышленного комплекса, также рассматриваются молодые специалисты (выпускники ВУЗов), знающие языки С/С++."
1,"Проектирование и разработка программного обеспечения имитационного моделирования С++/Qt/С#. Участие в сопровождении решений – анализ, исправление ошибок, доработка, реализация нового функционала. Управление группой разработчиков. Участие в НИОКР. Сбор и анализ информации о предметной области.Высшее техническое образование. Опыт работы разработчиком от 3 лет. Уверенное знание С++, Qt, шаблонов проектирования, принципов ООП. Уверенное знание SQL (PostgreSQL, SQLite). Знание методологии разработки ПО. Знание и опыт использования основных паттернов проектирования. Знание прикладной математики, алгоритмов и структуры данных. Знание английского языка на уровне чтения технической литературы. Умение работать с системой контроля версий SVN и системой управления проектами Redmine. Преимуществом будет: Знание STL. Знание C#, WinForms, EntityFramework. Опыт создания многоуровневых приложений."
1,"- работа в кросс-функциональной команде разработчиков по правилам гибких методологий, Continious Integration, XP; - разработка современных корпоративных и внешних систем на базе современных технологий; - проведение тестирования, написание автотестов; - фиксирование знаний в wiki системах.- высшее образование; - знание принципов ООП, паттернов проектирования; - уверенные знания J2SE 8+ (Core, JDBC, NIO); - уверенные знания Spring Framework 4+ (Services REST/SOAP); - опыт работы с MongoDB, PostgreSQL; - опыт работы с Git, Maven, CI сборщики; - опыт работы с Jira/Confluence будет плюсом; - технический английский язык; - навыки работы в команде, опыт работы по Agile методологиям будет плюсом."
1,"• Разработка, поддержка и внедрение программных продуктов. • Разработка новых и сопровождение имеющихся БД. • Разработка GUI-приложений (интерфейсные приложения). • Среда разработки Qt.• Высшее профильное образование. • Опыт работы от 5 лет; • Знание SQL, PL SQL, C /C++. • Знание ОС Linux, Windows.  Приветствуется: • Опыт разработки приложений под ОС Linux; • Опыт работы СУБД: Oracle Database; • Опыт Web разработки. • Коммуникабельность, обучаемость."
1,"В связи с расширением бизнеса, компания по разработке и продаже информационных технологий в области Финансовых и Коммерческих услуг приглашает на работу Программиста - тестера Язык Java  Написание тестов.Знание языка java, плюсом будет знание одного из следующих языков: scala, kotlin, clojure; хорошие знания Java Core; паттерны проектирование и умения их применять на практике; разработки и отладки многопоточных приложений; навыки работы с сетью – базовые сетевые протоколы; навыки работы в Linux; базовые структуры данных, потоки/процессы и способ их взаимодействия, понимание термина ""сложность алгоритма""; GIT (будет плюсом); css; gradle; написание тестов JUnit; английский средний технический."
1,"— Разрабатывать с нуля и поддерживать текущие 4 приложения для Поиска Работы и Поиска Сотрудников. — Проводить code-review и писать тесты. — Работать в команде: с проджект-менеджерами и дизайнерами над улучшением UI/UX, с тестировщиками для улучшения скорости и стабильности приложения, с backend-разработчиками над гибким и удобным АПИ.  Мы пишем полностью на Swift и наши приложения построены на IGListKit, RxSwift. Код-стайл поддерживаем через SwiftLint, моки для тестов автоматически генерируем через Sourcery. А сборки собираем через fastlane на Team-city.— Опыт под iOS как минимум 3 года. — Знать Swift, но и не бояться Objective-С. — Знать структуры данных и как их использовать применимо к iOS. — Знать архитектурные патерны VIPER/MVVM/MVC. — Любить и понимать принципы разработки UI компонентов  Будет плюсом: — опыт работы IGListKit — опыт работы с ""реактивными библиотеками"" (ReactiveCocoa, Rxswift). — опыт работы с fastlane и не бояться, если нужно написать какую-то утилитку на скриптовом языке. — опыт работы с Sourcery — опыт написания Unit тестов — опыт создания своих библиотек с помощью Cocoapods"
1,"Участие в проектах по разработке, внедрению и сопровождению бизнес-приложений Комплексной Информационной Системы для автоматизации деятельности страховой компании.Высшее образование, опыт работы в должности программиста от 3 лет;  · Delphi + DevExpress (желательно), Oracle (или MS SQL, PostgreSQL), PL/SQL;  · Опыт проектирования СУБД и клиент-серверных приложений;  · Приветствуется знание Java и технологий разработки для Web - разработок."
1,"- Написание программного обеспечения для задач автоматизации на С++. - Структурирование бизнес-требований заказчиков в задание для реализации. - Развитие системы документооборота и обмена данными между подразделениями Компании.- Высшее техническое образование; - Опыт разработки от 2-х лет - Хорошее знание С++11/STL, ООП; - Хорошее знание SQL (PostgreSQL); - Знание ОС GNU/Linux."
1,"Крупнейший фармритейлер ПАО ""Аптечная сеть 36,6"" приглашает кандидатов на позицию ""Программист С++""  Задачи: - Анализ бизнес-требований, проектирование архитектуры системы и требуемых изменений; - Разработка клиент-серверных приложений на C++ (WMS Viadat) под Windows, написание и отладка кода; - Модификация структур БД под SQL Server 2008/2012/2016, разработка бизнес логики приложений на MS SQL 2008/2012/2016; - Поддержка существующего функционала ИС, анализ производительности и оптимизация ИС.- Full stack разработчик; - Уверенное знание С++; - Опыт разработки клиент-серверных приложений, понимание принципов и разработка на ООП; - Профессиональные знания MS SQL, T-SQL. Знание служб MS SSRS 2008, SSRS 2016, MS Integration Services 2008; - Умение разбираться в чужом коде и наличие навыков рефакторинга; - Приветствуется знание: IronPython, Clarion, С#; - Готовность к командной разработке. Понимание принципов работы с хранилищем конфигураций; - Английский язык на уровне чтения технической документации.  Личные качества: Внимательность, ответственность, самоорганизация, проактивность, инициативность, умение работать в команде."
1,"Крупнейший российский дистрибьютор продуктов питания. В связи с расширением открывает позицию Программист C#, MVC, MS SQL. Задачи: Поддержка внедренных и разработка новых проектов КомпанииПонимание ООП и основ программирования на .NET; Хорошее знание C#; Знание MVC; Знание MS SQL на базовом уровне. Опыт работы с ASP.NET 4.x MVC 5, EntityFramework, AJAX (JQuery или подобные ему), HTML, Javascript - желательно. Приветствуется опыт работы над крупными проектами. ПРЕДУСМОТРЕНО ВХОДНОЕ ТЕСТИРОВАНИЕ"
1,"Разработка проектов интернет-банкинга; Поддержка и развитие текущего функционала; Взаимодействие с другими подразделениями Банка для решения бизнес-задач.Высшее образование; Опыт разработки на Java; Опыт работы с СУБД Oracle, PL/SQL; Опыт работы с Git, Ant/Maven, Gerrit (желательно); Экспертное знание Java EE (JSF 1.1/2.1, EJB, JAX-RS); Хорошее знание Java Core; Хорошее знание SQL; Понимание принципов проектирования ПО."
1,"- Разработка решений на платформе MS SharePoint (корпоративный портал) - Доработка ПО, настройка рабочих процессов, тестирование системы, устранение замечаний - Интеграция корпоративного портала на базе MS SharePoint со сторонними системами - Разработка интерфейса системы по заданию Заказчика- Опыт программирования от полугода; - Опыт работы с SharePoint Designer; разработка обработчиков событий, рабочих процессов, обработка событий таймера. - Знание и понимание возможностей и ограничений платформы MS SharePoint - Знание языков программирования: Net Framework 2.0 - 3.5 (C#), ASP.Net - Опыт работы с MS SQL Server, желательно - MS Project - Активная жизненная позиция, ответственность, нацеленность на результат, способность добиваться поставленных целей. - Знание языков C#, ASP.Net, Extensible Markup Language/ Extensile Stylesheet Language (XML/XSL), JavaScript, JQuery, HTML."
1,Разработка программного обеспечения в области авиации.Высшее техническое образование. Опыт разработки на C++ от 3х лет. Опыт разработки и использованием фрейморка QT от 2х лет. Знания OpenGL и хорошая математическая подготовка являются преимуществом.
1,"- Поддержка и развитие веб-клиента действующей CRM; - Участие в разработке новой информационно-аналитической платформы (веб) для агентов.- Опыт работы с MVC (ASP.NET), а также EF, LINQ, WCF; - Уверенное владение C#; - Уверенное владение T-SQL на SQL Server 2008 и выше; - Использование среды VS 2013-2017.  Приветствуется: - Опыт работы с Core 2; - Применение TFS и аналогичных систем, а также связок нескольких систем; - Опыт реализации CI/CD; - Опыт разработки через тестирование, а также создания приёмочных тестов.  Требования к руководителям: - Опыт руководства небольшими командами разработчиков, 2-5 человек; - Хорошее владение русским языком; - Приветствуется опыт применения гибких (agile) методологий разработки."
1,"Ответственный, трудолюбивый и терпеливый Программист .net, ты очень нужен нашей команде. Делать нужно привычные для тебя вещи: - разработка внутрикорпоративной ERP (WinForms UI + Windows Services based backend + Oracle Db persistence layer) - разработка веб-сервисов (WebServices); - участие в проектировании решений.Чего хотим от тебя: - ООП для тебя не просто три буквы; - владение WinForms (WF), умение писать легкий и понятный фронт, несмотря на ограничения WF; - знания в области реляционных БД (SQL), сложные SQL запросы не должны пугать; И еще несколько особенностей: - будет реально круто, если: вы имеете опыт написания многопоточных приложений, пишете одинаково хорошо на C# и VB.NET; - общий стек технологий:.NET, C#/VB.NET, SQL, WinForms, WebServices, Oracle, XML."
1,"Создание и доработка приложений для Windows, работая с С++, STL/Boost, Visual Studio, Win32 API и Java. Разработка 3D/VR.Опыт разработки многопоточных приложений для Windows на С++. Опыт использования систем контроля версий и основных программных библиотек (STL/Boost). Опыт анализа дампов, объектно-ориентированного анализа и разработки. Уверенные знания и владение языками: Java, HTML5/JavaScript/CSS3/JSON/SVG; Преимуществом будет знакомство и опыт работы с С#, Kotlin. Базовые знания и понимание принципов работы back-end на серверных языках Perl, Python, Node.js. Базовые знания администрирования веб-серверов и DNS. Желательно - Понимание принципов кросс-браузерной и кросс-платформенной разработки, высоконагруженных и многоролевых (RBAC) систем, мультисерверного информационного взаимодействия и шифрования запросов. Умение работать в сотрудничестве с back-end программистами. Желательно - Знакомство с растровыми и векторными графическими редакторами; Желательно - Знакомство с редакторами гарнитур шрифтов."
1,"- Доработка конфигураций на платформе 1С: 8.3.- Опыт программирования в 1С 8.х от 3 лет; - Опыт доработки конфигураций на платформе 1С: 8.3: - Умение работать с управляемыми формами, знание СКД;  Преимущества: - Наличие сертификатов 1С; - Знание хотя бы одной конфигурации из списка: УТ11, УНФ, Розница2, Бухгалтерия3, ERP2."
1,"1. Доработка и стандартизация программного продукта 1С. 2. Программирование.Образование: Высшее профессиональное в сфере ИТ-технологий (обязательно). Личные качества: Организованность, пунктуальность, ответственность, стрессоустойчивость. Опыт работы: От года в сфере информационных технологий и ведении базы 1С в бюджете."
1,"Крупная торгово-производственная компания фото/видео техники, компьютерной периферии, аксессуаров и электротехнической продукции в связи с расширением штата приглашает на работу Ведущего инженера - программиста 1С8,3  —Участие во внутренних проектах автоматизации; —Участие в построении архитектуры совместно с командой ИТ Департамента; —Сопровождение существующей системы (своя не типовая конфигурация на управляемых формах); —Анализ существующего кода, выявление, устранение ошибок; —Участие в сложных внедрениях и глобальных проектах.—Отличное знание платформ 1С: Предприятие 8,3; —Опыт работы с управляемыми формами 8.3; —Знание MSSQL, XML, WEB-сервисов; —Понимание процессов торгового предприятия (продажи, закупки, CRM, логистика, склад); —Опыт работы с высоконагруженными системами; —Высокий уровень ответственности и самостоятельности; —Нацеленность на результат; —Высшее образование (в области IT); —Наличие сертификатов 1С является преимуществом"
1,- программирование и администрирование 1С (нетипичные решения)  - интеграция 1C с IP-телефонией  - доработка существующих модулей  - поддержка оборудования офиса- опыт работы с 1С от 3 лет  - умение читать чужой код  - опыт работы с IP-телефонией желателен
1,"- качественный опыт написания кода на python; - умение грамотно излагать свои мысли письменно и устно. - свободное владение linux (bash, sed, grep и другие утилиты); - знание классических алгоритмов и структур данных."
1,"Нужны комплексные программисты, программисты ПЛИС, системные алгоритмистыВысшее образование. Гражданство РФ. Регистрация в Москве или Московской области."
2,"• Создание, развитие и поддержка веб-проектов. • Разработка серверной и клиентской части портала. • Поддержка и развитие Личного кабинета клиентов. • Написание и оптимизация сложных запросов к БД. • Участие в разработке новых программных продуктов.• PHP; • MySQL (запросы любой сложности, оптимизация запросов). • MS SQL (хранимые процедуры и функции, оптимизация запросов). • Умение разбираться в чужом коде."
2,"● Разработка и модификация программных модулей и утилит. ● Поддержка и контроль работоспособности веб-ресурса компании. ● Отладка и оптимизация производительности программного обеспечения веб-ресурса компании. ● Выбор алгоритмов и проектирование структур данных. ● Проверка соответствия программного кода его функциональному назначению.● Уверенное знание нативного PHP версии 5.3 и выше. ● Опыт работы с фреймворками (YII 2, Symfony2 и т.п.). ● Опыт работы с СУБД MySQL от 1 года, умение работать со связанными таблицами, вложенными запросами. ● Понимание ООП и умение его применять. ● Уверенное знание JavaScript, HTML, CSS. ● Умение работать с системами контроля версий (Git, Subversion). ● Уверенное владение консолью Linux. ● Дополнительным плюсом будет владение хранимыми процедурами и триггерами на MySQL и/или знание и опыт работы с СУБД PostgreSQL."
2,"Поддержание и развитие корпоративной системы управления торгово-производственного холдинга; система включает в себя основные модули: Ролевая наследственная система распределения прав неограниченного уровня вложенности; CRM; Workflow; Документохранилище; Модуль отчетности. технологически комплекс построен на основе: OpenSuSE; Nginx; PostgreSQL; PHP; Yii; jQuery; FireFox.Опыт работы web-разработчиком/программистом - от 3 лет; знания и практический опыт работы с технологиями: серверное программирование — модель программирования MVC, Nginx, PHP, Yii Framework 1.1, опыт работы с другими framework'ами приветствуется, в настоящее время идет переход на Yii Framework 2; базы данных - PostgreSQL, MySQL, умение пользоваться всем спектром возможностей программирования на стороне сервера базы данных — хранимые процедуры, триггеры, внешние ключи, индексы; клиентское программирование - JavaScript, jQuery, jQuery UI, знание других визуальных библиотек приветствуется; визуальное представление - HTML, CSS, умение верстки приветствуется; операционная система - OpenSUSE, умение администрировать сервера приветствуются; приветствуется опыт взаимодействия с другими программно-аппаратными комплексами, такими как LDAP, MemCached, Postfix, СМС шлюзы, Asterisk, 1C, средства видеонаблюдения, сканеры штрих-кодов, SVN."
2,"Разработка веб-сервисов под нужды заказчика (изготовление и установка контроллингового- поверочного оборудования)  Разработка приложений под нужды заказчика.  Язык Qt, С++. Разработка ПО в рамках развития компании.  Разработка клиент-серверных приложений, клиентского ПО, работа с контроллерами, измерительными приборами.  Доработка существующих проектов, язык C++, Qt.Высшее (неоконченное) техническое образование Хорошее знание С++, библиотек STL, Boost, Qt; Знание и понимание принципов ООП и паттернов проектирования; Знание HTML/CSS; React + Redux + Bootstap Плюсом будет знание Go; nginx Умение работать с СУБД (MySQL) Умение разбираться в чужом коде и работать в команде; Коммуникабельность и опыт работы в группе Гражданство РФ Опыт работы не менее 3-х лет."
2,"- Разработка и поддержка WEB-приложений и интерфейсов;  - Написание запросов и программирование корпоративной системы (БД).- Язык запросов SQL;  - Язык программирования Oracle PL/SQL;  - Инструмент разработки WEB-интерфейсов Oracle APEX;  - HTML, DHTML, CSS, JavaScript"
2,"О проекте:  Интернет магазин компании на платформе SAP Hybris;  Место в ТОП-100 интернет-магазинов РФ: В ТОП-15 крупнейших интернет магазинов;  Разработка нового функционала e-commerce системы на базе SAP Hybris; Участие в проектировании архитектурных решений; Оценка сроков реализации задач.Хорошее знание Java Core; Знание Spring Framework; Понимание шаблонов проектирования и умение их применять; Знания в области реляционных баз данных (Oracle, MySQL). Умение решать задачи с помощью SQL; Опыт работы с J2EE и Spring от 3-х лет; Опыт работы с системами контроля версий (Git, Svn); Опыт написания модульных и интеграционных тестов; Умение тестировать собственный код и работать с чужим."
2,"Разработка скриптов, модулей с использованием PHP, MySQL, Ajax на платформе LAMP, верстка интерфейсов.Требуется знание: HTML, CSS, JavaScript, PHP (ООП), хорошее знание jQuery. Опыт работы с PHP фреймворком Yii2, JavaScript библиотекой Backbone желательны. Опыт работы с CSS фреймворком Bootstrap, с SOAP."
2,"Доработка существующих сайтов (FULL-STACK), Разработка новых сайтов на системе управления Битрикс (редко на Wordpress, Modx). Разработка дополнительных модулей, кастомизация компонентов Битрикс, написание собственного кода. Адаптивная верстка, php программирование• Опыт программирования на PHP – не менее года (написание собственного кода) • Уверенное использование MySQL, HTML/CSS, JS/JQ, AJAX • Опыт разработки проектов под управлением CMS 1C-Bitrix • Знание API Битрикса и умение его использовать • Разработка, доработка стандартных компонентов Битрикс • Написание собственного кода • Адаптивная верстка сайта, в т.ч. доработка, изменение, редактирование • Умение и желание разбираться с чужим кодом • Понимание основ SEO веб проектов"
2,"Разработка сайтов и приложений, доработка проектов, техническое сопровождение проектов. Верстка сайтов- Отличное знание HTML и CSS - Знание семантической верстки - Знание java Script jQuery - Знание PHP - Работа с макетами Photoshop - Опыт разработки и дизайна сайтов - Опыт работы с разными CMS"
2,"Ведение проектов по обновлению сайтов компании.Знание языков программирования и технологий: HTML, CSS, PHP, JavaScript, JQuery, Ajax, MySQL. Отличное знание Opencart, Front-end, Back-end разработка. Знание HTML, PHP, Javascript. Опыт верстки на Bootstrap. Знание Photoshop. CSS верстка, создание макета и шаблонов для сайта, а также пользовательского интерфейса и специальных скриптов. Работа над различными проектами. Опыт работы с подрядчиками. Умение четко и грамотно излагать свои мысли. Опыт работы копирайтером или редактором контента приветствуется."
2,"Работа с CMS NetCat Поддержка сайта компании CMS NetCat, интеграция с КИС Вёрстка макетов (HTML5, CSS3, jquery) Программирование на PHP5, MySQL, Jquery (Ajax)Высшее образование Опыт работы в аналогичной должности от 2-х лет Знание NetCat редакции E-commerce, 1С Битрикс"
2,"Задачи: - Поддержка, доработка и развитие текущих проектов компании на Bitrix (прежде всего, интернет-магазина издательства). - Запуск новых проектов компании на Bitrix. - Рефакторинг существующего кода и документирование нового.- Знание PHP ООП, MySQL, CSS3, JavaScript (jQuery, AJAX, JSON) - Опыт разработки для CMS 1С-Битрикс от 3-х лет (обязательно знание API, желателен опыт работы с D7); - Использование Git, PHPStorm. - Умение разбираться в чужом коде и следовать стандарту PSR-2 при написании своего. - Наличие портфолио проектов на Битрикс, включающее интернет-магазины.  Будет плюсом: - Навыки адаптивной верстки. - Опыт разработки на базе Joomla - Опыт нестандартной интеграции с 1С:УТ. - Опыт работы с нагруженными проектами. - Умение настроить сервер и работать в консоли. - Наличие сертификатов 1С-Битрикс."
2,"- HTML, CSS, JavaScript - Usability evaluation of web, desktop and mobile applications; - Requirements gathering, analysis and documentation; - Information architecture analysis; - Clickable prototyping.- HTML/CSS - 3-4 years - HTML5, CSS3 - 1-2 years - Javascript - 2-3 years - JS/CSS-frameworks: Twitter Bootstrap, Foundation, KendoUI etc. - 1-3 years - CMS: Wordpress, Drupal7, Magento - 1-3 years - UI design - optional - Clickable prototyping - 1 year +  At least basic knowledge of AngularJS and ReactJS"
2,"Разработка скриптов, модулей с использованием PHP, MySQL, Ajax на платформе LAMP, верстка интерфейсов.Знание PHP, jQuery, SQL (join, group и групповые функции). Желание учиться и развиваться в профессиональной сфере."
2,"Разработка интернет-магазина, интеграция с КИС, со сторонними сервисами Администрирование и поддержка сайта компании CMS NetCat.Опыт работы с NetCat редакции E-commerce, 1С Битрикс Опыт работы верстке макетов (HTML5, CSS3, jquery), Программирование на PHP5, MySQL, Jquery (Ajax)"
2,"Разработка новых решений; Разработка систем в области природопользования; Системная интеграция.Опыт работы с .NET, C# и JavaScript от 1-го года Знание HTML 5, ECMAScript 2015-2017 и CSS (LESS/SASS) Опыт разработки веб-приложений с использованием React, Angular, Vue.js и т.д. Базовые знания SQL Понимание принципов ООП  Приветствуется: Знание .NET Framework, ASP.NET MVC, Entity Framework, T-SQL; Понимание SOLID и паттернов проектирования Владение технологиями сборки и публикации сайтов (gulp, webpack, docker-контейнеры) Понимание методологий Agile Опыт работы с NoSQL базами (MongoDb) Опыт использования и разработки REST API"
2,"Что нужно делать - Разрабатывать приложения на Vue.js - Быть архитектором элегантного и поддерживаемого кода - Совместно с дизайнерами разрабатывать понятные, красивые и отзывчивые интерфейсы - Вместе со всей командой улучшать экосистему разработкиЧем нужно владеть: - Аллергией на кривые интерфейсы - От 2 лет опыта разработки на Javascript - Уверенными знаниями в ES6 - Опытом разработки на Vue.js - Пониманием принципов и умением пользоваться инструментами современной верстки  Будет полезно: - Опыт разработки на Node.js - Умение разрабатывать плагины для Babel и Webpack - Аккаунты в профильных коммьюнити (github, stackexchange и т.п.)"
2,"• полный редизайн интернет-магазина; • разработка и полноценная поддержка интернет-магазина; • настройка, модификация, обновления сайта; • разработка дополнительных модулей; • html-редактирование контента.• наличие сертификатов Битрикс; • опыт работы с cms Bitrix; • MySQL, PHP, (AJAX, XML, JavaScript - желательно); • знание HTML/CSS; • умение писать сложные SQL-запросы; • опыт разработки функциональных модулей: каталог, интернет-магазин, знание Photoshop."
2,"Развитие сайта в соответствие с планом. Обеспечение работоспособности сайта. Разработка и внедрение компонентов, модулей, скриптов.Уверенное знание PHP, MySQL, jQuery. Способность разбираться в чужом коде Быстро понимать поставленную задачу Опыт разработки на платформе Webasyst Опыт написания плагинов под приложения Webasyst (Shop-script, Блог, Контакты, Поддержка) Опыт верстки шаблонов на платформе Webasyst Знания верстки, графических редакторов, базовых аспектов SEO Знание системы совместных разработок (Git) Опыт работы не менее 3 лет Желательно примеры разработок на вебасист в виде плагинов или модулей."
